Region,Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
"Custom Region",Vietnam,2015,80-84,724374,244987,479387,0.8,0.5,1.0,51.1
"Custom Region",Vietnam,2015,85-89,373746,110112,263634,0.4,0.2,0.6,41.8
"Custom Region",Vietnam,2015,90-94,123543,26875,96668,0.1,0.1,0.2,27.8
"Custom Region",Vietnam,2015,95-99,24926,4011,20915,0.0,0.0,0.0,19.2
"Custom Region",Vietnam,2015,100+,2934,306,2628,0.0,0.0,0.0,11.6
"Custom Region",Vietnam,2016,Total,95261021,47696839,47564182,100.0,100.0,100.0,100.3
"Custom Region",Vietnam,2016,0-4,7451267,3927298,3523969,7.8,8.2,7.4,111.4
"Custom Region",Vietnam,2016,5-9,7630812,4018521,3612291,8.0,8.4,7.6,111.2
"Custom Region",Vietnam,2016,10-14,7623745,3992744,3631001,8.0,8.4,7.6,110.0
"Custom Region",Vietnam,2016,15-19,7435518,3867158,3568360,7.8,8.1,7.5,108.4
"Custom Region",Vietnam,2016,20-24,8464054,4373703,4090351,8.9,9.2,8.6,106.9
"Custom Region",Vietnam,2016,25-29,8921354,4586675,4334679,9.4,9.6,9.1,105.8
"Custom Region",Vietnam,2016,30-34,8715364,4438633,4276731,9.1,9.3,9.0,103.8
"Custom Region",Vietnam,2016,35-39,7310625,3707940,3602685,7.7,7.8,7.6,102.9
"Custom Region",Vietnam,2016,40-44,6702010,3374650,3327360,7.0,7.1,7.0,101.4
"Custom Region",Vietnam,2016,45-49,5950243,2931074,3019169,6.2,6.1,6.3,97.1
"Custom Region",Vietnam,2016,50-54,5481066,2651242,2829824,5.8,5.6,5.9,93.7
"Custom Region",Vietnam,2016,55-59,4706013,2191356,2514657,4.9,4.6,5.3,87.1
"Custom Region",Vietnam,2016,60-64,3143272,1419360,1723912,3.3,3.0,3.6,82.3
"Custom Region",Vietnam,2016,65-69,2069526,891140,1178386,2.2,1.9,2.5,75.6
"Custom Region",Vietnam,2016,70-74,1271344,512811,758533,1.3,1.1,1.6,67.6
"Custom Region",Vietnam,2016,75-79,1109962,421034,688928,1.2,0.9,1.4,61.1
"Custom Region",Vietnam,2016,80-84,712668,236974,475694,0.7,0.5,1.0,49.8
"Custom Region",Vietnam,2016,85-89,399911,120859,279052,0.4,0.3,0.6,43.3
"Custom Region",Vietnam,2016,90-94,130224,28596,101628,0.1,0.1,0.2,28.1
"Custom Region",Vietnam,2016,95-99,28837,4739,24098,0.0,0.0,0.1,19.7
"Custom Region",Vietnam,2016,100+,3206,332,2874,0.0,0.0,0.0,11.6
"Custom Region",Vietnam,2017,Total,96160163,48175291,47984872,100.0,100.0,100.0,100.4
"Custom Region",Vietnam,2017,0-4,7408275,3899627,3508648,7.7,8.1,7.3,111.1
"Custom Region",Vietnam,2017,5-9,7581548,3995521,3586027,7.9,8.3,7.5,111.4
"Custom Region",Vietnam,2017,10-14,7654827,4014178,3640649,8.0,8.3,7.6,110.3
"Custom Region",Vietnam,2017,15-19,7393618,3850075,3543543,7.7,8.0,7.4,108.7
"Custom Region",Vietnam,2017,20-24,8213422,4247944,3965478,8.5,8.8,8.3,107.1
"Custom Region",Vietnam,2017,25-29,9003986,4631249,4372737,9.4,9.6,9.1,105.9
"Custom Region",Vietnam,2017,30-34,8811350,4497729,4313621,9.2,9.3,9.0,104.3
"Custom Region",Vietnam,2017,35-39,7443973,3774654,3669319,7.7,7.8,7.6,102.9
"Custom Region",Vietnam,2017,40-44,6822185,3453904,3368281,7.1,7.2,7.0,102.5
"Custom Region",Vietnam,2017,45-49,6069585,2982862,3086723,6.3,6.2,6.4,96.6
"Custom Region",Vietnam,2017,50-54,5655631,2746697,2908934,5.9,5.7,6.1,94.4
"Custom Region",Vietnam,2017,55-59,4801163,2246573,2554590,5.0,4.7,5.3,87.9
"Custom Region",Vietnam,2017,60-64,3417602,1552355,1865247,3.6,3.2,3.9,83.2
"Custom Region",Vietnam,2017,65-69,2190120,939361,1250759,2.3,1.9,2.6,75.1
"Custom Region",Vietnam,2017,70-74,1301848,535688,766160,1.4,1.1,1.6,69.9
"Custom Region",Vietnam,2017,75-79,1089987,408333,681654,1.1,0.8,1.4,59.9
"Custom Region",Vietnam,2017,80-84,728688,243062,485626,0.8,0.5,1.0,50.1
"Custom Region",Vietnam,2017,85-89,402806,120014,282792,0.4,0.2,0.6,42.4
"Custom Region",Vietnam,2017,90-94,135888,30261,105627,0.1,0.1,0.2,28.6
"Custom Region",Vietnam,2017,95-99,30216,4845,25371,0.0,0.0,0.1,19.1
"Custom Region",Vietnam,2017,100+,3445,359,3086,0.0,0.0,0.0,11.6
"Custom Region","VirginIslands,British",2013,Total,31912,15342,16570,100.0,100.0,100.0,92.6
"Custom Region","VirginIslands,British",2013,0-4,1753,882,871,5.5,5.7,5.3,101.3
"Custom Region","VirginIslands,British",2013,5-9,1849,905,944,5.8,5.9,5.7,95.9
"Custom Region","VirginIslands,British",2013,10-14,1963,947,1016,6.2,6.2,6.1,93.2
"Custom Region","VirginIslands,British",2013,15-19,2130,1023,1107,6.7,6.7,6.7,92.4
"Custom Region","VirginIslands,British",2013,20-24,2581,1228,1353,8.1,8.0,8.2,90.8
"Custom Region","VirginIslands,British",2013,25-29,2680,1287,1393,8.4,8.4,8.4,92.4
"Custom Region","VirginIslands,British",2013,30-34,2812,1332,1480,8.8,8.7,8.9,90.0
"Custom Region","VirginIslands,British",2013,35-39,2718,1270,1448,8.5,8.3,8.7,87.7
"Custom Region","VirginIslands,British",2013,40-44,2650,1223,1427,8.3,8.0,8.6,85.7
"Custom Region","VirginIslands,British",2013,45-49,2670,1272,1398,8.4,8.3,8.4,91.0
"Custom Region","VirginIslands,British",2013,50-54,2403,1165,1238,7.5,7.6,7.5,94.1
"Custom Region","VirginIslands,British",2013,55-59,1879,920,959,5.9,6.0,5.8,95.9
"Custom Region","VirginIslands,British",2013,60-64,1403,708,695,4.4,4.6,4.2,101.9
"Custom Region","VirginIslands,British",2013,65-69,982,507,475,3.1,3.3,2.9,106.7
"Custom Region","VirginIslands,British",2013,70-74,631,309,322,2.0,2.0,1.9,96.0
"Custom Region","VirginIslands,British",2013,75-79,378,177,201,1.2,1.2,1.2,88.1
"Custom Region","VirginIslands,British",2013,80-84,236,102,134,0.7,0.7,0.8,76.1
"Custom Region","VirginIslands,British",2013,85-89,131,58,73,0.4,0.4,0.4,79.5
"Custom Region","VirginIslands,British",2013,90-94,51,22,29,0.2,0.1,0.2,75.9
"Custom Region","VirginIslands,British",2013,95-99,9,3,6,0.0,0.0,0.0,50.0
"Custom Region","VirginIslands,British",2013,100+,3,2,1,0.0,0.0,0.0,200.0
"Custom Region","VirginIslands,British",2014,Total,32680,15686,16994,100.0,100.0,100.0,92.3
"Custom Region","VirginIslands,British",2014,0-4,1807,910,897,5.5,5.8,5.3,101.4
"Custom Region","VirginIslands,British",2014,5-9,1850,906,944,5.7,5.8,5.6,96.0
"Custom Region","VirginIslands,British",2014,10-14,1974,954,1020,6.0,6.1,6.0,93.5
"Custom Region","VirginIslands,British",2014,15-19,2125,1017,1108,6.5,6.5,6.5,91.8
"Custom Region","VirginIslands,British",2014,20-24,2599,1235,1364,8.0,7.9,8.0,90.5
"Custom Region","VirginIslands,British",2014,25-29,2763,1324,1439,8.5,8.4,8.5,92.0
"Custom Region","VirginIslands,British",2014,30-34,2861,1357,1504,8.8,8.7,8.9,90.2
"Custom Region","VirginIslands,British",2014,35-39,2801,1310,1491,8.6,8.4,8.8,87.9
"Custom Region","VirginIslands,British",2014,40-44,2658,1227,1431,8.1,7.8,8.4,85.7
"Custom Region","VirginIslands,British",2014,45-49,2688,1266,1422,8.2,8.1,8.4,89.0
"Custom Region","VirginIslands,British",2014,50-54,2500,1213,1287,7.6,7.7,7.6,94.3
"Custom Region","VirginIslands,British",2014,55-59,1992,969,1023,6.1,6.2,6.0,94.7
"Custom Region","VirginIslands,British",2014,60-64,1480,740,740,4.5,4.7,4.4,100.0
"Custom Region","VirginIslands,British",2014,65-69,1054,542,512,3.2,3.5,3.0,105.9
"Custom Region","VirginIslands,British",2014,70-74,679,336,343,2.1,2.1,2.0,98.0
"Custom Region","VirginIslands,British",2014,75-79,408,190,218,1.2,1.2,1.3,87.2
"Custom Region","VirginIslands,British",2014,80-84,240,105,135,0.7,0.7,0.8,77.8
"Custom Region","VirginIslands,British",2014,85-89,135,57,78,0.4,0.4,0.5,73.1
"Custom Region","VirginIslands,British",2014,90-94,53,22,31,0.2,0.1,0.2,71.0
"Custom Region","VirginIslands,British",2014,95-99,10,5,5,0.0,0.0,0.0,100.0
"Custom Region","VirginIslands,British",2014,100+,3,1,2,0.0,0.0,0.0,50.0
"Custom Region","VirginIslands,British",2015,Total,33454,16033,17421,100.0,100.0,100.0,92.0
"Custom Region","VirginIslands,British",2015,0-4,1864,939,925,5.6,5.9,5.3,101.5
"Custom Region","VirginIslands,British",2015,5-9,1851,906,945,5.5,5.7,5.4,95.9
"Custom Region","VirginIslands,British",2015,10-14,1974,953,1021,5.9,5.9,5.9,93.3
"Custom Region","VirginIslands,British",2015,15-19,2155,1034,1121,6.4,6.4,6.4,92.2
"Custom Region","VirginIslands,British",2015,20-24,2576,1221,1355,7.7,7.6,7.8,90.1
"Custom Region","VirginIslands,British",2015,25-29,2859,1370,1489,8.5,8.5,8.5,92.0
"Custom Region","VirginIslands,British",2015,30-34,2911,1377,1534,8.7,8.6,8.8,89.8
"Custom Region","VirginIslands,British",2015,35-39,2878,1347,1531,8.6,8.4,8.8,88.0
"Custom Region","VirginIslands,British",2015,40-44,2683,1242,1441,8.0,7.7,8.3,86.2
"Custom Region","VirginIslands,British",2015,45-49,2689,1250,1439,8.0,7.8,8.3,86.9
"Custom Region","VirginIslands,British",2015,50-54,2587,1254,1333,7.7,7.8,7.7,94.1
"Custom Region","VirginIslands,British",2015,55-59,2110,1024,1086,6.3,6.4,6.2,94.3
"Custom Region","VirginIslands,British",2015,60-64,1559,773,786,4.7,4.8,4.5,98.3
"Custom Region","VirginIslands,British",2015,65-69,1128,577,551,3.4,3.6,3.2,104.7
"Custom Region","VirginIslands,British",2015,70-74,728,361,367,2.2,2.3,2.1,98.4
"Custom Region","VirginIslands,British",2015,75-79,445,208,237,1.3,1.3,1.4,87.8
"Custom Region","VirginIslands,British",2015,80-84,249,110,139,0.7,0.7,0.8,79.1
"Custom Region","VirginIslands,British",2015,85-89,140,58,82,0.4,0.4,0.5,70.7
"Custom Region","VirginIslands,British",2015,90-94,54,23,31,0.2,0.1,0.2,74.2
"Custom Region","VirginIslands,British",2015,95-99,12,5,7,0.0,0.0,0.0,71.4
"Custom Region","VirginIslands,British",2015,100+,2,1,1,0.0,0.0,0.0,100.0
"Custom Region","VirginIslands,British",2016,Total,34232,16382,17850,100.0,100.0,100.0,91.8
"Custom Region","VirginIslands,British",2016,0-4,1919,967,952,5.6,5.9,5.3,101.6
"Custom Region","VirginIslands,British",2016,5-9,1889,927,962,5.5,5.7,5.4,96.4
"Custom Region","VirginIslands,British",2016,10-14,1938,932,1006,5.7,5.7,5.6,92.6
"Custom Region","VirginIslands,British",2016,15-19,2195,1056,1139,6.4,6.4,6.4,92.7
"Custom Region","VirginIslands,British",2016,20-24,2518,1201,1317,7.4,7.3,7.4,91.2
"Custom Region","VirginIslands,British",2016,25-29,2978,1412,1566,8.7,8.6,8.8,90.2
"Custom Region","VirginIslands,British",2016,30-34,2967,1403,1564,8.7,8.6,8.8,89.7
"Custom Region","VirginIslands,British",2016,35-39,2952,1385,1567,8.6,8.5,8.8,88.4
"Custom Region","VirginIslands,British",2016,40-44,2714,1259,1455,7.9,7.7,8.2,86.5
"Custom Region","VirginIslands,British",2016,45-49,2703,1247,1456,7.9,7.6,8.2,85.6
"Custom Region","VirginIslands,British",2016,50-54,2656,1281,1375,7.8,7.8,7.7,93.2
"Custom Region","VirginIslands,British",2016,55-59,2216,1075,1141,6.5,6.6,6.4,94.2
"Custom Region","VirginIslands,British",2016,60-64,1642,806,836,4.8,4.9,4.7,96.4
"Custom Region","VirginIslands,British",2016,65-69,1201,609,592,3.5,3.7,3.3,102.9
"Custom Region","VirginIslands,British",2016,70-74,790,394,396,2.3,2.4,2.2,99.5
"Custom Region","VirginIslands,British",2016,75-79,478,223,255,1.4,1.4,1.4,87.5
"Custom Region","VirginIslands,British",2016,80-84,259,116,143,0.8,0.7,0.8,81.1
"Custom Region","VirginIslands,British",2016,85-89,145,59,86,0.4,0.4,0.5,68.6
"Custom Region","VirginIslands,British",2016,90-94,56,23,33,0.2,0.1,0.2,69.7
"Custom Region","VirginIslands,British",2016,95-99,15,6,9,0.0,0.0,0.1,66.7
"Custom Region","VirginIslands,British",2016,100+,1,1,0,0.0,0.0,0.0,
"Custom Region","VirginIslands,British",2017,Total,35015,16733,18282,100.0,100.0,100.0,91.5
"Custom Region","VirginIslands,British",2017,0-4,1975,996,979,5.6,6.0,5.4,101.7
"Custom Region","VirginIslands,British",2017,5-9,1946,956,990,5.6,5.7,5.4,96.6
"Custom Region","VirginIslands,British",2017,10-14,1927,925,1002,5.5,5.5,5.5,92.3
"Custom Region","VirginIslands,British",2017,15-19,2171,1044,1127,6.2,6.2,6.2,92.6
"Custom Region","VirginIslands,British",2017,20-24,2509,1199,1310,7.2,7.2,7.2,91.5
"Custom Region","VirginIslands,British",2017,25-29,3059,1445,1614,8.7,8.6,8.8,89.5
"Custom Region","VirginIslands,British",2017,30-34,3036,1437,1599,8.7,8.6,8.7,89.9
"Custom Region","VirginIslands,British",2017,35-39,3005,1410,1595,8.6,8.4,8.7,88.4
"Custom Region","VirginIslands,British",2017,40-44,2773,1288,1485,7.9,7.7,8.1,86.7
"Custom Region","VirginIslands,British",2017,45-49,2710,1239,1471,7.7,7.4,8.0,84.2
"Custom Region","VirginIslands,British",2017,50-54,2703,1297,1406,7.7,7.8,7.7,92.2
"Custom Region","VirginIslands,British",2017,55-59,2325,1128,1197,6.6,6.7,6.5,94.2
"Custom Region","VirginIslands,British",2017,60-64,1736,847,889,5.0,5.1,4.9,95.3
"Custom Region","VirginIslands,British",2017,65-69,1276,641,635,3.6,3.8,3.5,100.9
"Custom Region","VirginIslands,British",2017,70-74,849,425,424,2.4,2.5,2.3,100.2
"Custom Region","VirginIslands,British",2017,75-79,519,243,276,1.5,1.5,1.5,88.0
"Custom Region","VirginIslands,British",2017,80-84,273,122,151,0.8,0.7,0.8,80.8
"Custom Region","VirginIslands,British",2017,85-89,147,60,87,0.4,0.4,0.5,69.0
"Custom Region","VirginIslands,British",2017,90-94,60,24,36,0.2,0.1,0.2,66.7
"Custom Region","VirginIslands,British",2017,95-99,14,6,8,0.0,0.0,0.0,75.0
"Custom Region","VirginIslands,British",2017,100+,2,1,1,0.0,0.0,0.0,100.0
"Custom Region","VirginIslands,U.S.",2013,Total,104737,48909,55828,100.0,100.0,100.0,87.6
"Custom Region","VirginIslands,U.S.",2013,0-4,5936,3051,2885,5.7,6.2,5.2,105.8
"Custom Region","VirginIslands,U.S.",2013,5-9,6795,3443,3352,6.5,7.0,6.0,102.7
"Custom Region","VirginIslands,U.S.",2013,10-14,6345,3175,3170,6.1,6.5,5.7,100.2
"Custom Region","VirginIslands,U.S.",2013,15-19,5825,2687,3138,5.6,5.5,5.6,85.6
"Custom Region","VirginIslands,U.S.",2013,20-24,5313,2388,2925,5.1,4.9,5.2,81.6
"Custom Region","VirginIslands,U.S.",2013,25-29,4896,1940,2956,4.7,4.0,5.3,65.6
"Custom Region","VirginIslands,U.S.",2013,30-34,5507,2384,3123,5.3,4.9,5.6,76.3
"Custom Region","VirginIslands,U.S.",2013,35-39,6325,2767,3558,6.0,5.7,6.4,77.8
"Custom Region","VirginIslands,U.S.",2013,40-44,7853,3568,4285,7.5,7.3,7.7,83.3
"Custom Region","VirginIslands,U.S.",2013,45-49,8199,3969,4230,7.8,8.1,7.6,93.8
"Custom Region","VirginIslands,U.S.",2013,50-54,8362,4070,4292,8.0,8.3,7.7,94.8
"Custom Region","VirginIslands,U.S.",2013,55-59,7620,3652,3968,7.3,7.5,7.1,92.0
"Custom Region","VirginIslands,U.S.",2013,60-64,7166,3384,3782,6.8,6.9,6.8,89.5
"Custom Region","VirginIslands,U.S.",2013,65-69,7125,3416,3709,6.8,7.0,6.6,92.1
"Custom Region","VirginIslands,U.S.",2013,70-74,4916,2330,2586,4.7,4.8,4.6,90.1
"Custom Region","VirginIslands,U.S.",2013,75-79,3259,1425,1834,3.1,2.9,3.3,77.7
"Custom Region","VirginIslands,U.S.",2013,80-84,1894,787,1107,1.8,1.6,2.0,71.1
"Custom Region","VirginIslands,U.S.",2013,85-89,947,344,603,0.9,0.7,1.1,57.0
"Custom Region","VirginIslands,U.S.",2013,90-94,359,104,255,0.3,0.2,0.5,40.8
"Custom Region","VirginIslands,U.S.",2013,95-99,82,23,59,0.1,0.0,0.1,39.0
"Custom Region","VirginIslands,U.S.",2013,100+,13,2,11,0.0,0.0,0.0,18.2
"Custom Region","VirginIslands,U.S.",2014,Total,104170,48548,55622,100.0,100.0,100.0,87.3
"Custom Region","VirginIslands,U.S.",2014,0-4,5757,2959,2798,5.5,6.1,5.0,105.8
"Custom Region","VirginIslands,U.S.",2014,5-9,6552,3319,3233,6.3,6.8,5.8,102.7
"Custom Region","VirginIslands,U.S.",2014,10-14,6284,3108,3176,6.0,6.4,5.7,97.9
"Custom Region","VirginIslands,U.S.",2014,15-19,5476,2573,2903,5.3,5.3,5.2,88.6
"Custom Region","VirginIslands,U.S.",2014,20-24,5256,2358,2898,5.0,4.9,5.2,81.4
"Custom Region","VirginIslands,U.S.",2014,25-29,4623,1828,2795,4.4,3.8,5.0,65.4
"Custom Region","VirginIslands,U.S.",2014,30-34,5716,2424,3292,5.5,5.0,5.9,73.6
"Custom Region","VirginIslands,U.S.",2014,35-39,6054,2636,3418,5.8,5.4,6.1,77.1
"Custom Region","VirginIslands,U.S.",2014,40-44,7666,3472,4194,7.4,7.2,7.5,82.8
"Custom Region","VirginIslands,U.S.",2014,45-49,8103,3916,4187,7.8,8.1,7.5,93.5
"Custom Region","VirginIslands,U.S.",2014,50-54,8419,4074,4345,8.1,8.4,7.8,93.8
"Custom Region","VirginIslands,U.S.",2014,55-59,7772,3787,3985,7.5,7.8,7.2,95.0
"Custom Region","VirginIslands,U.S.",2014,60-64,7147,3336,3811,6.9,6.9,6.9,87.5
"Custom Region","VirginIslands,U.S.",2014,65-69,7093,3384,3709,6.8,7.0,6.7,91.2
"Custom Region","VirginIslands,U.S.",2014,70-74,5342,2519,2823,5.1,5.2,5.1,89.2
"Custom Region","VirginIslands,U.S.",2014,75-79,3415,1512,1903,3.3,3.1,3.4,79.5
"Custom Region","VirginIslands,U.S.",2014,80-84,2003,829,1174,1.9,1.7,2.1,70.6
"Custom Region","VirginIslands,U.S.",2014,85-89,1006,375,631,1.0,0.8,1.1,59.4
"Custom Region","VirginIslands,U.S.",2014,90-94,385,114,271,0.4,0.2,0.5,42.1
"Custom Region","VirginIslands,U.S.",2014,95-99,88,22,66,0.1,0.0,0.1,33.3
"Custom Region","VirginIslands,U.S.",2014,100+,13,3,10,0.0,0.0,0.0,30.0
"Custom Region","VirginIslands,U.S.",2015,Total,103574,48173,55401,100.0,100.0,100.0,87.0
"Custom Region","VirginIslands,U.S.",2015,0-4,5611,2884,2727,5.4,6.0,4.9,105.8
"Custom Region","VirginIslands,U.S.",2015,5-9,6213,3146,3067,6.0,6.5,5.5,102.6
"Custom Region","VirginIslands,U.S.",2015,10-14,6266,3094,3172,6.0,6.4,5.7,97.5
"Custom Region","VirginIslands,U.S.",2015,15-19,5206,2472,2734,5.0,5.1,4.9,90.4
"Custom Region","VirginIslands,U.S.",2015,20-24,5012,2170,2842,4.8,4.5,5.1,76.4
"Custom Region","VirginIslands,U.S.",2015,25-29,4593,1862,2731,4.4,3.9,4.9,68.2
"Custom Region","VirginIslands,U.S.",2015,30-34,5802,2442,3360,5.6,5.1,6.1,72.7
"Custom Region","VirginIslands,U.S.",2015,35-39,5811,2540,3271,5.6,5.3,5.9,77.7
"Custom Region","VirginIslands,U.S.",2015,40-44,7421,3335,4086,7.2,6.9,7.4,81.6
"Custom Region","VirginIslands,U.S.",2015,45-49,8038,3855,4183,7.8,8.0,7.6,92.2
"Custom Region","VirginIslands,U.S.",2015,50-54,8432,4069,4363,8.1,8.4,7.9,93.3
"Custom Region","VirginIslands,U.S.",2015,55-59,7866,3878,3988,7.6,8.1,7.2,97.2
"Custom Region","VirginIslands,U.S.",2015,60-64,7147,3316,3831,6.9,6.9,6.9,86.6
"Custom Region","VirginIslands,U.S.",2015,65-69,7100,3359,3741,6.9,7.0,6.8,89.8
"Custom Region","VirginIslands,U.S.",2015,70-74,5723,2695,3028,5.5,5.6,5.5,89.0
"Custom Region","VirginIslands,U.S.",2015,75-79,3572,1617,1955,3.4,3.4,3.5,82.7
"Custom Region","VirginIslands,U.S.",2015,80-84,2183,884,1299,2.1,1.8,2.3,68.1
"Custom Region","VirginIslands,U.S.",2015,85-89,1058,408,650,1.0,0.8,1.2,62.8
"Custom Region","VirginIslands,U.S.",2015,90-94,408,120,288,0.4,0.2,0.5,41.7
"Custom Region","VirginIslands,U.S.",2015,95-99,97,23,74,0.1,0.0,0.1,31.1
"Custom Region","VirginIslands,U.S.",2015,100+,15,4,11,0.0,0.0,0.0,36.4
"Custom Region","VirginIslands,U.S.",2016,Total,102951,47785,55166,100.0,100.0,100.0,86.6
"Custom Region","VirginIslands,U.S.",2016,0-4,5483,2818,2665,5.3,5.9,4.8,105.7
"Custom Region","VirginIslands,U.S.",2016,5-9,5899,2985,2914,5.7,6.2,5.3,102.4
"Custom Region","VirginIslands,U.S.",2016,10-14,6327,3130,3197,6.1,6.6,5.8,97.9
"Custom Region","VirginIslands,U.S.",2016,15-19,5034,2408,2626,4.9,5.0,4.8,91.7
"Custom Region","VirginIslands,U.S.",2016,20-24,4561,1908,2653,4.4,4.0,4.8,71.9
"Custom Region","VirginIslands,U.S.",2016,25-29,4630,1893,2737,4.5,4.0,5.0,69.2
"Custom Region","VirginIslands,U.S.",2016,30-34,5834,2437,3397,5.7,5.1,6.2,71.7
"Custom Region","VirginIslands,U.S.",2016,35-39,5608,2442,3166,5.4,5.1,5.7,77.1
"Custom Region","VirginIslands,U.S.",2016,40-44,7128,3206,3922,6.9,6.7,7.1,81.7
"Custom Region","VirginIslands,U.S.",2016,45-49,8004,3785,4219,7.8,7.9,7.6,89.7
"Custom Region","VirginIslands,U.S.",2016,50-54,8441,4087,4354,8.2,8.6,7.9,93.9
"Custom Region","VirginIslands,U.S.",2016,55-59,7950,3927,4023,7.7,8.2,7.3,97.6
"Custom Region","VirginIslands,U.S.",2016,60-64,7207,3357,3850,7.0,7.0,7.0,87.2
"Custom Region","VirginIslands,U.S.",2016,65-69,7032,3301,3731,6.8,6.9,6.8,88.5
"Custom Region","VirginIslands,U.S.",2016,70-74,6064,2853,3211,5.9,6.0,5.8,88.9
"Custom Region","VirginIslands,U.S.",2016,75-79,3724,1713,2011,3.6,3.6,3.6,85.2
"Custom Region","VirginIslands,U.S.",2016,80-84,2350,946,1404,2.3,2.0,2.5,67.4
"Custom Region","VirginIslands,U.S.",2016,85-89,1119,431,688,1.1,0.9,1.2,62.6
"Custom Region","VirginIslands,U.S.",2016,90-94,429,128,301,0.4,0.3,0.5,42.5
"Custom Region","VirginIslands,U.S.",2016,95-99,111,26,85,0.1,0.1,0.2,30.6
"Custom Region","VirginIslands,U.S.",2016,100+,16,4,12,0.0,0.0,0.0,33.3
"Custom Region","VirginIslands,U.S.",2017,Total,102303,47385,54918,100.0,100.0,100.0,86.3
"Custom Region","VirginIslands,U.S.",2017,0-4,5360,2754,2606,5.2,5.8,4.7,105.7
"Custom Region","VirginIslands,U.S.",2017,5-9,5682,2877,2805,5.6,6.1,5.1,102.6
"Custom Region","VirginIslands,U.S.",2017,10-14,6230,3080,3150,6.1,6.5,5.7,97.8
"Custom Region","VirginIslands,U.S.",2017,15-19,4873,2352,2521,4.8,5.0,4.6,93.3
"Custom Region","VirginIslands,U.S.",2017,20-24,4211,1729,2482,4.1,3.6,4.5,69.7
"Custom Region","VirginIslands,U.S.",2017,25-29,4727,1952,2775,4.6,4.1,5.1,70.3
"Custom Region","VirginIslands,U.S.",2017,30-34,5630,2287,3343,5.5,4.8,6.1,68.4
"Custom Region","VirginIslands,U.S.",2017,35-39,5553,2431,3122,5.4,5.1,5.7,77.9
"Custom Region","VirginIslands,U.S.",2017,40-44,6889,3077,3812,6.7,6.5,6.9,80.7
"Custom Region","VirginIslands,U.S.",2017,45-49,8010,3745,4265,7.8,7.9,7.8,87.8
"Custom Region","VirginIslands,U.S.",2017,50-54,8323,4059,4264,8.1,8.6,7.8,95.2
"Custom Region","VirginIslands,U.S.",2017,55-59,8087,3982,4105,7.9,8.4,7.5,97.0
"Custom Region","VirginIslands,U.S.",2017,60-64,7270,3418,3852,7.1,7.2,7.0,88.7
"Custom Region","VirginIslands,U.S.",2017,65-69,6885,3222,3663,6.7,6.8,6.7,88.0
"Custom Region","VirginIslands,U.S.",2017,70-74,6376,2983,3393,6.2,6.3,6.2,87.9
"Custom Region","VirginIslands,U.S.",2017,75-79,3945,1815,2130,3.9,3.8,3.9,85.2
"Custom Region","VirginIslands,U.S.",2017,80-84,2474,1000,1474,2.4,2.1,2.7,67.8
"Custom Region","VirginIslands,U.S.",2017,85-89,1183,451,732,1.2,1.0,1.3,61.6
"Custom Region","VirginIslands,U.S.",2017,90-94,457,138,319,0.4,0.3,0.6,43.3
"Custom Region","VirginIslands,U.S.",2017,95-99,120,29,91,0.1,0.1,0.2,31.9
"Custom Region","VirginIslands,U.S.",2017,100+,18,4,14,0.0,0.0,0.0,28.6
"Custom Region",WallisandFutuna,2013,Total,15507,7845,7662,100.0,100.0,100.0,102.4
"Custom Region",WallisandFutuna,2013,0-4,1093,563,530,7.0,7.2,6.9,106.2
"Custom Region",WallisandFutuna,2013,5-9,1203,629,574,7.8,8.0,7.5,109.6
"Custom Region",WallisandFutuna,2013,10-14,1442,760,682,9.3,9.7,8.9,111.4
"Custom Region",WallisandFutuna,2013,15-19,1401,752,649,9.0,9.6,8.5,115.9
"Custom Region",WallisandFutuna,2013,20-24,1405,716,689,9.1,9.1,9.0,103.9
"Custom Region",WallisandFutuna,2013,25-29,1309,707,602,8.4,9.0,7.9,117.4
"Custom Region",WallisandFutuna,2013,30-34,1195,621,574,7.7,7.9,7.5,108.2
"Custom Region",WallisandFutuna,2013,35-39,1030,487,543,6.6,6.2,7.1,89.7
"Custom Region",WallisandFutuna,2013,40-44,1043,504,539,6.7,6.4,7.0,93.5
"Custom Region",WallisandFutuna,2013,45-49,827,380,447,5.3,4.8,5.8,85.0
"Custom Region",WallisandFutuna,2013,50-54,848,390,458,5.5,5.0,6.0,85.2
"Custom Region",WallisandFutuna,2013,55-59,738,386,352,4.8,4.9,4.6,109.7
"Custom Region",WallisandFutuna,2013,60-64,647,325,322,4.2,4.1,4.2,100.9
"Custom Region",WallisandFutuna,2013,65-69,519,274,245,3.3,3.5,3.2,111.8
"Custom Region",WallisandFutuna,2013,70-74,345,180,165,2.2,2.3,2.2,109.1
"Custom Region",WallisandFutuna,2013,75-79,210,91,119,1.4,1.2,1.6,76.5
"Custom Region",WallisandFutuna,2013,80-84,136,45,91,0.9,0.6,1.2,49.5
"Custom Region",WallisandFutuna,2013,85-89,74,24,50,0.5,0.3,0.7,48.0
"Custom Region",WallisandFutuna,2013,90-94,33,9,24,0.2,0.1,0.3,37.5
"Custom Region",WallisandFutuna,2013,95-99,9,2,7,0.1,0.0,0.1,28.6
